s_m,x_m,y_m,kappa_radpm,w_tr_right_m,w_tr_left_m,d_m
4602.000000,-386.314785,538.476066,-0.003719,8.025836,8.025836,-0.592823
4604.000000,-385.824064,536.533635,-0.004196,8.053869,8.053869,-0.594236
4606.000000,-385.351246,534.586765,-0.003993,8.079518,8.079518,-0.599722
4608.000000,-384.893382,532.636332,-0.003997,8.103244,8.103244,-0.607095
4610.000000,-384.450052,530.682534,-0.004197,8.125980,8.125980,-0.613686
4612.000000,-384.025230,528.724637,-0.003880,8.148594,8.148594,-0.619146
4614.000000,-383.614647,526.763697,-0.003799,8.172422,8.172422,-0.616202
4616.000000,-383.217993,524.799898,-0.004604,8.198221,8.198221,-0.606347
4618.000000,-382.838986,522.832618,-0.005621,8.227090,8.227090,-0.592845
4620.000000,-382.483300,520.860993,-0.006083,8.257236,8.257236,-0.579046
4622.000000,-382.152061,518.885123,-0.005882,8.286645,8.286645,-0.570504
4624.000000,-381.844827,516.905374,-0.005247,8.316545,8.316545,-0.569277
4626.000000,-381.558357,514.922502,-0.004645,8.346682,8.346682,-0.572830
4628.000000,-381.289637,512.937153,-0.004220,8.381083,8.381083,-0.579025
4630.000000,-381.038501,510.949494,-0.004080,8.418252,8.418252,-0.590497
4632.000000,-380.801615,508.960086,-0.004210,8.454425,8.454425,-0.603777
4634.000000,-380.583659,506.968513,-0.004182,8.493847,8.493847,-0.619429
4636.000000,-380.380744,504.975364,-0.004026,8.535458,8.535458,-0.633856
4638.000000,-380.195582,502.980479,-0.003097,8.579995,8.579995,-0.650192
4640.000000,-380.024203,500.984357,-0.001533,8.620639,8.620639,-0.665651
4642.000000,-379.857015,498.987877,-0.000968,8.651401,8.651401,-0.669959
4644.000000,-379.692184,496.991202,-0.001625,8.671882,8.671882,-0.660884
4646.000000,-379.533941,494.993994,-0.002439,8.684682,8.684682,-0.642525
4648.000000,-379.386181,492.995987,-0.002745,8.691398,8.691398,-0.620115
4650.000000,-379.249906,490.997163,-0.002555,8.693807,8.693807,-0.599917
4652.000000,-379.124142,488.997650,-0.002179,8.690766,8.690766,-0.582523
4654.000000,-379.006803,486.997623,-0.001813,8.682245,8.682245,-0.565853
4656.000000,-378.897017,484.997166,-0.001512,8.669210,8.669210,-0.549827
4658.000000,-378.792753,482.996413,-0.001488,8.646597,8.646597,-0.533882
4660.000000,-378.694135,480.995375,-0.001804,8.618934,8.618934,-0.519178
4662.000000,-378.602559,478.994003,-0.002357,8.591821,8.591821,-0.507062
4664.000000,-378.520192,476.992232,-0.002637,8.572454,8.572454,-0.498762
4666.000000,-378.450178,474.989996,-0.001918,8.560387,8.560387,-0.497128
4668.000000,-378.388559,472.987476,-0.000403,8.553376,8.553376,-0.498916
4670.000000,-378.328566,470.984906,0.000915,8.547753,8.547753,-0.498260
4672.000000,-378.263384,468.982501,0.001355,8.536232,8.536232,-0.488680
4674.000000,-378.192270,466.980296,0.000979,8.517479,8.517479,-0.470021
4676.000000,-378.116473,464.978262,0.000300,8.494071,8.494071,-0.445292
4678.000000,-378.040267,462.976244,-0.000191,8.469771,8.469771,-0.420796
4680.000000,-377.964755,460.974199,-0.000328,8.446895,8.446895,-0.399106
4682.000000,-377.891332,458.972076,-0.000339,8.426066,8.426066,-0.383306
4684.000000,-377.818305,456.969939,-0.000740,8.405074,8.405074,-0.371484
4686.000000,-377.747842,454.967711,-0.001551,8.386279,8.386279,-0.366146
4688.000000,-377.683735,452.965272,-0.001865,8.371488,8.371488,-0.372473
4690.000000,-377.629247,450.962545,-0.001316,8.364748,8.364748,-0.394292
4692.000000,-377.579099,448.959705,-0.000589,8.361906,8.361906,-0.425828
4694.000000,-377.531774,446.956796,-0.000000,8.361539,8.361539,-0.465755
4696.000000,-377.483917,444.953899,0.000308,8.360411,8.360411,-0.512568
4698.000000,-377.434308,442.951046,0.000301,8.357883,8.357883,-0.565976
4700.000000,-377.383784,440.948214,0.000290,8.356028,8.356028,-0.626571
4702.000000,-377.332015,438.945415,0.000283,8.354723,8.354723,-0.700700
4704.000000,-377.278989,436.942648,0.000184,8.355130,8.355130,-0.784860
4706.000000,-377.225183,434.939903,0.000029,8.355319,8.355319,-0.864804
4708.000000,-377.171235,432.937161,-0.000032,8.355677,8.355677,-0.935901
4710.000000,-377.117878,430.934403,0.000007,8.356049,8.356049,-1.008875
4712.000000,-377.064000,428.931659,0.000014,8.356405,8.356405,-1.073690
4714.000000,-377.010455,426.928907,-0.000004,8.356711,8.356711,-1.153874
4716.000000,-376.956546,424.926164,0.000008,8.357233,8.357233,-1.231691
4718.000000,-376.903101,422.923408,0.000007,8.357338,8.357338,-1.294016
4720.000000,-376.848970,420.920672,-0.000039,8.357697,8.357697,-1.355488
4722.000000,-376.795631,418.917913,-0.000013,8.358205,8.358205,-1.417435
4724.000000,-376.742014,416.915163,0.000017,8.358365,8.358365,-1.478590
4726.000000,-376.688370,414.912413,-0.000017,8.359084,8.359084,-1.539128
4728.000000,-376.634790,412.909661,-0.000079,8.359032,8.359032,-1.598905
4730.000000,-376.581390,410.906904,-0.000177,8.360083,8.360083,-1.657877
4732.000000,-376.528837,408.904126,-0.000210,8.361889,8.361889,-1.716742
4734.000000,-376.477256,406.901321,-0.000127,8.364744,8.364744,-1.775628
4736.000000,-376.426257,404.898502,-0.000006,8.367302,8.367302,-1.834167
4738.000000,-376.375164,402.895686,0.000020,8.370540,8.370540,-1.891996
4740.000000,-376.323776,400.892876,0.000007,8.373874,8.373874,-1.949248
4742.000000,-376.272745,398.890058,0.000028,8.376415,8.376415,-2.006718
4744.000000,-376.221187,396.887253,0.000010,8.379301,8.379301,-2.063815
4746.000000,-376.169871,394.884442,-0.000021,8.381831,8.381831,-2.121547
4748.000000,-376.118434,392.881634,-0.000024,8.385031,8.385031,-2.179559
4750.000000,-376.067334,390.878818,0.000004,8.387874,8.387874,-2.238380
4752.000000,-376.016067,388.876005,0.000042,8.390714,8.390714,-2.297546
4754.000000,-375.964739,386.873195,0.000025,8.393452,8.393452,-2.356960
4756.000000,-375.913019,384.870394,-0.000051,8.396135,8.396135,-2.415903
4758.000000,-375.861738,382.867582,-0.000024,8.398969,8.398969,-2.475078
4760.000000,-375.810795,380.864762,0.000026,8.402135,8.402135,-2.534241
4762.000000,-375.759128,378.861960,-0.000093,8.404916,8.404916,-2.592281
4764.000000,-375.708159,376.859140,-0.000189,8.407051,8.407051,-2.650482
4766.000000,-375.658014,374.856299,-0.000191,8.407968,8.407968,-2.709032
4768.000000,-375.608549,372.853441,-0.000186,8.408233,8.408233,-2.767710
4770.000000,-375.559962,370.850562,-0.000095,8.407495,8.407495,-2.826993
